id,first_seen,file_type
previnasedocoronavirus.com/desk/endereco.php?enc=xxxxxxxxx,2020-05-22T14:12:59+00:00,URL
previnasedocoronavirus.com/mobile/carrinho.php?enc=,2020-05-22T14:10:44+00:00,URL
previnasedocoronavirus.com/mobile/carrinho.php?enc=626521355,2020-05-22T14:10:30+00:00,URL
previnasedocoronavirus.com/desk/carrinho.php,2020-05-22T14:10:07+00:00,URL
previnasedocoronavirus.com/tkn/744480522,2020-05-22T13:13:17+00:00,URL
previnasedocoronavirus.com/tkn/470275314,2020-05-22T13:13:07+00:00,URL
previnasedocoronavirus.com/tkn/772697347,2020-05-22T13:11:26+00:00,URL
previnasedocoronavirus.com/tkn/608187585,2020-05-22T13:10:06+00:00,URL
previnasedocoronavirus.com/tkn/712674792,2020-05-22T13:10:04+00:00,URL
simmdescubra.xyz/covid19/updatemgr.zip,2020-05-22T12:56:03+00:00,URL
1cov-19aid.com/cra/finance/desj/ondetverifier.php,2020-05-22T12:48:39+00:00,URL
1cov-19aid.com/cra/finance/desj,2020-05-22T12:47:57+00:00,URL
dlwbfire.org/source/covid/rich/main/en.php?common_l,2020-05-22T12:18:08+00:00,URL
